"","ID","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_1","elevacion"
"93",93,1079,13.6969995498657,2049
"94",94,970,16.2630004882812,1569
"95",95,872,17.4558334350586,1952
"96",96,872,17.4558334350586,1952
"97",97,816,19.2493324279785,1318
"98",98,760,23.0236663818359,1636
"99",99,962,14.5593328475952,1712
"100",100,840,14.666166305542,1804
"101",101,836,18.7506656646729,1131
"102",102,1005,18.4589996337891,2058
"103",103,553,16.4603328704834,1411
"104",104,1052,13.1596670150757,1981
"105",105,1076,18.6531677246094,1568
"106",106,686,14.033166885376,1660
"107",107,977,13.9311666488647,1938
"108",108,527,16.9518337249756,1296
"109",109,758,18.0381660461426,942
"110",110,729,16.1110000610352,1623
"111",111,659,18.4998340606689,1001
"112",112,671,18.0503330230713,1260
"113",113,750,15.7585000991821,1410
"114",114,707,16.765832901001,1457
"115",115,750,15.6141662597656,1457
"116",116,696,16.9190006256104,1683
"117",117,537,16.619499206543,1477
"118",118,413,14.9844999313354,1505
"119",119,542,21.0573329925537,814
"120",120,527,16.9518337249756,1296
"121",121,970,16.2630004882812,1254
"122",122,553,16.4603328704834,1411
"123",123,605,15.0830001831055,1527
"124",124,562,16.3381671905518,1579
"125",125,525,14.1998338699341,1735
"126",126,472,14.878833770752,1833
"127",127,628,15.2801666259766,1663
"128",128,677,17.3966674804688,1457
"129",129,630,18.4185009002686,1457
"130",130,562,16.3381671905518,1580
"131",131,729,14.5209999084473,1685
"132",132,767,12.8365001678467,1860
"133",133,744,13.0303335189819,1947
"134",134,697,14.0965003967285,1652
"135",135,758,18.0381660461426,1069
"136",136,758,18.0381660461426,1081
"137",137,758,18.0381660461426,1081
"138",138,758,18.0381660461426,972
"139",139,758,18.0381660461426,942
"140",140,758,18.0381660461426,1081
"141",141,832,13.5761671066284,1810
"142",142,786,12.2258329391479,1909
"143",143,850,13.591667175293,1553
"144",144,750,15.6141662597656,1457
"145",145,750,15.6141662597656,1373
"146",146,750,15.6141662597656,1373
"147",147,775,16.1966667175293,1816
"148",148,840,14.666166305542,1816
"149",149,758,16.1315002441406,1515
"150",150,750,15.7585000991821,1410
"151",151,628,15.2801666259766,1663
"152",152,889,15.6053333282471,2225
"153",153,885,16.6513328552246,2030
"154",154,913,15.5738334655762,2177
"155",155,866,21.5853328704834,998
"156",156,803,13.2145004272461,1984
"157",157,842,14.8105001449585,1805
"158",158,850,15.485333442688,1572
"159",159,974,15.458833694458,2161
"160",160,959,17.1043338775635,1515
"161",161,630,18.4185009002686,1457
"162",162,750,15.6141662597656,1457
"163",163,618,16.8588333129883,1491
"164",164,654,16.3373336791992,1491
"165",165,671,18.0503330230713,1260
"166",166,629,15.1540002822876,1646
"167",167,696,16.9190006256104,1683
"168",168,750,15.7585000991821,1524
"169",169,734,16.2719993591309,1524
"170",170,750,15.7585000991821,1410
"171",171,656,15.0943336486816,1668
"172",172,740,16.3236656188965,1661
"173",173,808,13.6858329772949,1694
"174",174,823,12.7046670913696,1636
"175",175,582,15.2573328018188,1819
"176",176,758,18.0381660461426,942
"177",177,758,18.0381660461426,1081
"178",178,758,18.0381660461426,1081
"179",179,553,16.4603328704834,1411
"180",180,857,17.7075004577637,1115
"181",181,450,12.335000038147,2116
"182",182,1044,15.7183332443237,1853
"183",183,1065,14.9166669845581,1716
"184",184,977,13.9311666488647,1938
"185",185,673,22.0943336486816,786
"186",186,840,14.666166305542,1804
"187",187,998,15.731333732605,1495
"188",188,840,14.666166305542,1816
"189",189,970,16.2630004882812,1254
"190",190,553,16.4603328704834,1411
"191",191,644,13.5513334274292,1760
"192",192,575,15.2058334350586,1819
"193",193,659,18.4998340606689,1001
"194",194,641,16.2294998168945,1502
"195",195,575,15.2058334350586,1819
"196",196,575,15.2058334350586,1819
"197",197,819,16.1413326263428,2176
"198",198,1079,13.6969995498657,2049
"199",199,519,16.0739994049072,1634
"200",200,579,15.4586668014526,1624
"201",201,579,15.4586668014526,1634
"202",202,579,15.4586668014526,1634
"203",203,682,17.7906665802002,1239
"204",204,718,18.5410003662109,1149
"205",205,579,15.4586668014526,1634
"206",206,579,15.4586668014526,1599
"207",207,576,16.1686668395996,1535
"208",208,684,15.7209997177124,1477
"209",209,576,16.1686668395996,1535
"210",210,590,16.0944995880127,1535
"211",211,843,18.7261657714844,1841
"212",212,846,13.4231662750244,1753
"213",213,851,12.5904998779297,2015
"214",214,832,13.5761671066284,1810
"215",215,684,15.7209997177124,1477
"216",216,799,13.702166557312,1909
"217",217,832,13.5761671066284,1810
"218",218,576,16.1686668395996,1535
"219",219,567,16.3594989776611,1535
"220",220,581,14.6466665267944,1708
"221",221,715,17.8810005187988,1708
"222",222,827,19.0920009613037,1889
"223",223,556,17.3941669464111,1300
"224",224,912,15.5989999771118,2031
"225",225,919,18.845832824707,1696
"226",226,970,16.2630004882812,1569
"227",227,678,17.1956672668457,1364
"228",228,718,12.9615001678467,1817
"229",229,718,12.9615001678467,1817
"230",230,718,12.9615001678467,1888
"231",231,686,13.4293336868286,1888
"232",232,697,14.0965003967285,1888
"233",233,697,14.0965003967285,1888
"234",234,686,13.4293336868286,1888
"235",235,678,17.1956672668457,1364
"236",236,678,17.1956672668457,1220
"237",237,1241,15.4698333740234,1843
"238",238,722,18.6806659698486,1137
"239",239,579,15.4586668014526,1634
"240",240,626,17.9305000305176,1220
"241",241,678,17.1956672668457,1220
"242",242,909,15.5229997634888,2255
"243",243,1056,13.9871664047241,1569
"244",244,640,20.0443325042725,1384
"245",245,940,15.6525001525879,2175
"246",246,678,19.2438335418701,942
"247",247,941,14.4235000610352,1853
"248",248,872,17.4558334350586,1952
"249",249,678,17.1956672668457,1220
"250",250,626,17.9305000305176,1267
"251",251,607,17.5203323364258,1254
"252",252,643,16.8033332824707,1254
"253",253,886,17.4230003356934,1085
"254",254,956,14.4726667404175,1868
"255",255,962,15.7613334655762,1632
"256",256,758,18.0381660461426,1081
"257",257,631,16.9973335266113,1426
"258",258,643,16.8033332824707,1426
"259",259,643,16.8033332824707,1330
"260",260,1241,18.7193336486816,1666
"261",261,659,18.4998340606689,1001
"262",262,939,16.7110004425049,1366
"263",263,840,19.3918342590332,1586
"264",264,857,17.7075004577637,1115
"265",265,857,17.7075004577637,1115
"266",266,643,18.6389999389648,1239
"267",267,678,17.1956672668457,1220
"268",268,718,18.5410003662109,1149
"269",269,579,15.4586668014526,1577
"270",270,872,17.4558334350586,1952
"271",271,1071,21.0701675415039,1391
"272",272,559,16.3993339538574,1511
"273",273,590,16.0944995880127,1535
"274",274,690,12.7823333740234,2328
"275",275,335,11.9359998703003,1573
"276",276,421,9.32100009918213,2182
"277",277,424,9.22299957275391,2407
"278",278,421,9.32100009918213,1856
"279",279,365,12.1508331298828,1502
"280",280,422,8.64566707611084,2490
"281",281,320,13.5313329696655,1332
"282",282,422,8.64566707611084,2490
"283",283,309,17.0503330230713,416
"284",284,333,11.7329998016357,2224
"285",285,405,9.63383293151855,1999
"286",286,421,9.32100009918213,2404
"287",287,222,15.5433330535889,1257
"288",288,222,15.5433330535889,1609
"289",289,388,9.36899948120117,2437
"290",290,292,13.3794994354248,1319
"291",291,401,11.3078336715698,1628
"292",292,421,9.32100009918213,2224
"293",293,411,11.1636667251587,1667
"294",294,422,8.64566707611084,2224
"295",295,411,11.1636667251587,1667
"296",296,401,11.3078336715698,1628
"297",297,343,15.8363332748413,719
"298",298,291,13.2988328933716,1503
"299",299,387,11.5524997711182,1667
"300",300,405,9.63383293151855,1999
"301",301,301,12.6641664505005,1833
"302",302,328,12.2468338012695,1543
"303",303,253,14.4266662597656,1450
"304",304,380,11.7770004272461,1608
"305",305,421,9.32100009918213,1856
"306",306,421,9.32100009918213,2182
"307",307,395,9.90950012207031,2224
"308",308,353,11.4273338317871,1651
"309",309,378,11.8768329620361,1686
"310",310,422,8.64566707611084,2490
"311",311,395,9.90950012207031,2437
"312",312,409,11.46399974823,1583
"313",313,343,12.9561672210693,1523
"314",314,321,12.0016670227051,2115
"315",315,401,11.3078336715698,1628
"316",316,411,11.1636667251587,1667
"317",317,278,13.3146667480469,1296
"318",318,123,19.3696670532227,395
"319",319,270,15.4281663894653,61
"320",320,351,15.9858331680298,867
"321",321,284,16.466667175293,280
"322",322,304,16.9155006408691,289
"323",323,310,16.917667388916,357
"324",324,250,15.9169998168945,1125
"325",325,327,12.5721664428711,1391
"326",326,270,16.4343338012695,238
"327",327,284,16.466667175293,280
"328",328,288,15.8028411865234,51
"329",329,261,16.4834995269775,231
"330",330,270,16.4343338012695,238
"331",331,291,16.4409999847412,348
"332",332,297,16.771333694458,133
"333",333,318,16.9650001525879,287
"334",334,262,16.5404167175293,216
"335",335,659,18.4998340606689,1001
"336",336,524,16.958833694458,1347
"337",337,522,18.0511665344238,1300
"338",338,523,16.6604995727539,1472
"339",339,492,17.3649997711182,1267
"340",340,432,21.8348331451416,686
"341",341,551,16.4823341369629,1545
"342",342,998,15.731333732605,1735
"343",343,467,18.1733341217041,1129
"344",344,704,22.0330009460449,841
"345",345,521,17.7674999237061,1396
"346",346,500,17.2143325805664,1399
"347",347,659,18.4998340606689,794
"348",348,560,15.1050004959106,1999
"349",349,290,18.1853332519531,1527
"350",350,553,17.0849990844727,1812
"351",351,413,16.7278327941895,1589
"352",352,449,13.9373331069946,2097
"353",353,659,18.4998340606689,794
"354",354,556,15.2264995574951,1901
"355",355,704,22.0330009460449,841
"356",356,556,15.2264995574951,1901
"357",357,595,15.9716663360596,1493
"358",358,595,15.9716663360596,1229
"359",359,413,14.9844999313354,1505
"360",360,446,13.9770002365112,1637
"361",361,575,15.2058334350586,1819
"362",362,472,12.9645004272461,1816
"363",363,360,16.329833984375,1401
"364",364,372,15.8401670455933,1485
"365",365,369,15.9868335723877,1485
"366",366,539,17.0103340148926,1345
"367",367,527,16.9518337249756,1296
"368",368,553,16.4603328704834,1325
"369",369,527,16.9518337249756,1296
"370",370,620,14.9635000228882,1872
"371",371,596,16.3985004425049,1431
"372",372,575,17.2101669311523,1406
"373",373,571,16.8264999389648,1299
"374",374,750,15.7585000991821,1410
"375",375,559,16.533166885376,1457
"376",376,412,18.0056667327881,1061
"377",377,352,17.8228340148926,1309
"378",378,594,17.2196655273438,1403
"379",379,500,17.2143325805664,1399
"380",380,537,16.619499206543,1477
"381",381,537,16.619499206543,1477
"382",382,400,15.3303337097168,1525
"383",383,408,15.0159997940063,1609
"384",384,408,15.0159997940063,1595
"385",385,452,13.3291664123535,1665
"386",386,479,17.4144992828369,1275
"387",387,367,15.4748334884644,1883
"388",388,491,17.5888328552246,1524
"389",389,656,15.0943336486816,1563
"390",390,526,17.2648334503174,1364
"391",391,645,14.5556669235229,1766
"392",392,418,18.2648334503174,1061
"393",393,456,17.7894992828369,1178
"394",394,653,18.6086673736572,1260
"395",395,527,19.0778331756592,1072
"396",396,529,21.6956672668457,617
"397",397,587,17.6478328704834,1253
"398",398,618,16.8588333129883,1491
"399",399,587,17.6478328704834,1403
"400",400,553,18.2226676940918,1128
"401",401,526,19.0961666107178,1039
"402",402,635,16.5633335113525,1491
"403",403,584,17.4383335113525,1416
"404",404,491,17.5888328552246,1416
"405",405,635,16.5633335113525,1491
"406",406,583,18.1741676330566,1230
"407",407,587,17.6478328704834,1403
"408",408,418,18.2648334503174,1061
"409",409,412,18.0056667327881,1061
"410",410,637,13.5045003890991,2023
"411",411,585,15.5825004577637,1501
"412",412,585,15.5825004577637,1501
"413",413,557,18.0981674194336,1216
"414",414,557,18.0981674194336,1216
"415",415,567,17.1126670837402,1559
"416",416,573,14.962833404541,1731
"417",417,541,15.1219997406006,1731
"418",418,539,16.5475006103516,1761
"419",419,582,15.2573328018188,1819
"420",420,628,15.2801666259766,1575
"421",421,628,15.2801666259766,1575
"422",422,607,14.8146667480469,1664
"423",423,588,15.602499961853,1668
"424",424,378,16.6165008544922,1267
"425",425,502,17.1078338623047,1370
"426",426,471,18.6340007781982,1080
"427",427,519,16.7801666259766,1475
"428",428,446,17.8729991912842,1137
"429",429,476,13.3491668701172,2054
"430",430,562,17.0193328857422,1299
"431",431,492,17.416166305542,1226
"432",432,493,13.2110004425049,1795
"433",433,528,12.5086669921875,1935
"434",434,506,13.3009996414185,1935
"435",435,493,13.2110004425049,1795
"436",436,665,15.8205003738403,1527
"437",437,413,14.9844999313354,1557
"438",438,457,13.7441663742065,1637
"439",439,457,13.7441663742065,1835
"440",440,478,12.9801664352417,1716
"441",441,408,14.6731662750244,1600
"442",442,495,14.6538333892822,1987
"443",443,357,16.0148334503174,1649
"444",444,419,14.158166885376,2178
"445",445,372,14.2073335647583,2146
"446",446,408,12.2998332977295,2143
"447",447,591,12.3228330612183,2306
"448",448,618,19.4206676483154,1049
"449",449,426,16.9581661224365,1616
"450",450,704,22.0330009460449,841
"451",451,446,18.1609992980957,1149
"452",452,556,15.2264995574951,1901
"453",453,602,12.1853332519531,2311
"454",454,553,16.4603328704834,1411
"455",455,554,18.5219993591309,1053
"456",456,659,18.4998340606689,1001
"457",457,653,18.6086673736572,1260
"458",458,525,19.4559993743896,919
"459",459,446,13.9770002365112,1637
"460",460,542,21.0573329925537,814
"461",461,595,15.9716663360596,1493
"462",462,526,19.0961666107178,1039
"463",463,554,19.5148334503174,1191
"464",464,707,16.765832901001,1457
"465",465,630,18.4185009002686,1244
"466",466,677,17.3966674804688,1457
"467",467,536,17.6533336639404,1426
"468",468,553,16.4603328704834,1356
"469",469,553,16.4603328704834,1356
"470",470,527,16.9518337249756,1296
"471",471,677,17.3966674804688,1457
"472",472,630,18.4185009002686,1457
"473",473,707,16.765832901001,1457
"474",474,628,15.2801666259766,1575
"475",475,628,15.2801666259766,1663
"476",476,677,17.3966674804688,1457
"477",477,613,15.9739999771118,1651
"478",478,630,18.4185009002686,1244
"479",479,259,20.3031673431396,838
"480",480,310,16.9871673583984,1746
"481",481,605,15.0830001831055,1717
"482",482,656,15.0943336486816,1563
"483",483,678,17.1956672668457,1267
"484",484,401,14.533166885376,1816
"485",485,562,16.3381671905518,1580
"486",486,729,14.5209999084473,1685
"487",487,650,16.3110008239746,1652
"488",488,628,15.2801666259766,1713
"489",489,677,17.3966674804688,1457
"490",490,677,17.3966674804688,1457
"491",491,423,16.4186668395996,1460
"492",492,430,19.7866668701172,814
"493",493,517,16.1863327026367,1755
"494",494,517,16.1863327026367,1755
"495",495,710,15.9748334884644,2034
"496",496,369,14.7950000762939,1954
"497",497,554,12.7214994430542,2281
"498",498,551,12.3803329467773,2319
"499",499,685,13.4984998703003,1992
"500",500,668,14.4146671295166,1868
"501",501,599,14.9361667633057,1800
"502",502,369,15.9868335723877,1485
"503",503,594,17.2196655273438,1390
"504",504,587,17.6478328704834,1403
"505",505,671,19.128999710083,937
"506",506,650,18.4766674041748,1037
"507",507,541,17.1866664886475,1345
"508",508,620,14.9635000228882,1766
"509",509,572,15.6001663208008,1634
"510",510,539,16.8178329467773,1457
"511",511,526,19.0961666107178,1039
"512",512,550,15.606499671936,1676
"513",513,523,16.4804992675781,1435
"514",514,512,17.9598331451416,1291
"515",515,562,17.0193328857422,1095
"516",516,595,15.9716663360596,1407
"517",517,454,19.2721672058105,988
"518",518,476,18.3533325195312,1069
"519",519,503,17.9103336334229,1229
"520",520,595,15.9716663360596,1229
"521",521,595,15.9716663360596,1493
"522",522,549,17.1079998016357,1229
"523",523,537,16.619499206543,1477
"524",524,613,15.9739999771118,1651
"525",525,549,16.6539993286133,1430
"526",526,525,16.7523326873779,1356
"527",527,574,16.2398338317871,1565
"528",528,576,16.1686668395996,1535
"529",529,615,14.5433330535889,1786
"530",530,551,17.1786670684814,1289
"531",531,573,16.0641670227051,1511
"532",532,561,15.6028337478638,1572
"533",533,857,17.7075004577637,842
"534",534,704,22.0330009460449,841
"535",535,571,16.8264999389648,1116
"536",536,561,15.6028337478638,1572
"537",537,408,14.941333770752,1582
"538",538,529,12.5679998397827,2296
"539",539,490,17.3063335418701,1285
"540",540,500,17.2143325805664,1399
"541",541,621,18.8716659545898,1001
"542",542,686,14.033166885376,1660
"543",543,641,16.2294998168945,1502
"544",544,620,14.9635000228882,1872
"545",545,620,14.9635000228882,1872
"546",546,620,14.9635000228882,1625
"547",547,575,17.2101669311523,1406
"548",548,602,16.3621673583984,1406
"549",549,602,16.3621673583984,1406
"550",550,575,17.2101669311523,1089
"551",551,584,17.3913326263428,1408
"552",552,527,16.9518337249756,1296
"553",553,506,17.4645004272461,1380
"554",554,531,17.3850002288818,1630
"555",555,570,15.856333732605,1639
"556",556,519,16.0739994049072,1634
"557",557,709,16.5646667480469,1505
"558",558,406,17.9313335418701,1482
"559",559,579,15.4586668014526,1634
"560",560,620,14.9635000228882,1872
"561",561,612,14.6401662826538,1872
"562",562,620,14.9635000228882,1872
"563",563,523,16.595666885376,1453
"564",564,620,14.9635000228882,1625
"565",565,502,12.8098335266113,2317
"566",566,318,16.5603332519531,1564
"567",567,579,17.2358341217041,1732
"568",568,382,15.5058336257935,1505
"569",569,526,17.2648334503174,1265
"570",570,684,15.7209997177124,1507
"571",571,684,15.7209997177124,1477
"572",572,552,15.5268335342407,1705
"573",573,603,17.378999710083,1507
"574",574,684,15.7209997177124,1442
"575",575,684,15.7209997177124,1507
"576",576,462,14.0233335494995,1795
"577",577,523,16.595666885376,1453
"578",578,668,12.5445003509521,1932
"579",579,559,16.3993339538574,1511
"580",580,474,17.8920001983643,1182
"581",581,352,17.8228340148926,1188
"582",582,576,16.1686668395996,1482
"583",583,576,16.1686668395996,1511
"584",584,1092,16.34983253479,2148
"585",585,534,18.3391666412354,1215
"586",586,612,14.6401662826538,1820
"587",587,525,16.916166305542,1399
"588",588,576,16.1686668395996,1535
"589",589,567,16.3594989776611,1535
"590",590,559,16.3993339538574,1469
"591",591,556,17.3941669464111,1341
"592",592,522,18.0511665344238,1300
"593",593,559,16.7838325500488,1537
"594",594,582,14.8308334350586,1713
"595",595,582,14.8308334350586,1713
"596",596,559,16.533166885376,1507
"597",597,554,16.681999206543,1424
"598",598,582,14.8308334350586,1713
"599",599,492,17.3331661224365,1207
"600",600,578,15.8356666564941,1571
"601",601,578,15.8356666564941,1440
"602",602,594,15.8448333740234,1557
"603",603,522,18.0511665344238,1300
"604",604,541,16.5986671447754,1469
"605",605,559,15.7921667098999,1581
"606",606,512,18.375,1275
"607",607,578,15.8356666564941,1571
"608",608,560,15.1050004959106,1999
"609",609,585,18.0851669311523,1200
"610",610,718,12.9615001678467,1652
"611",611,606,17.4718322753906,1165
"612",612,643,16.8033332824707,1254
"613",613,607,17.5203323364258,1186
"614",614,548,19.6886672973633,1024
"615",615,626,17.9305000305176,1220
"616",616,626,17.9305000305176,1220
"617",617,626,17.9305000305176,1220
"618",618,678,17.1956672668457,1267
"619",619,626,17.9305000305176,1220
"620",620,626,17.9305000305176,1220
"621",621,626,17.9305000305176,1220
"622",622,659,17.392333984375,1267
"623",623,626,17.9305000305176,1267
"624",624,678,17.1956672668457,1220
"625",625,607,14.8146667480469,1571
"626",626,578,15.8356666564941,1634
"627",627,578,15.8356666564941,1571
"628",628,578,15.8356666564941,1634
"629",629,461,18.5461673736572,1087
"630",630,578,15.8356666564941,1634
"631",631,578,15.8356666564941,1634
"632",632,578,15.8356666564941,1634
"633",633,578,15.8356666564941,1474
"634",634,578,15.8356666564941,1634
"635",635,578,15.8356666564941,1634
"636",636,578,15.8356666564941,1571
"637",637,578,15.8356666564941,1571
"638",638,578,15.8356666564941,1571
"639",639,556,17.3941669464111,1300
"640",640,626,17.9305000305176,1220
"641",641,559,16.154167175293,1634
"642",642,524,16.7488327026367,1580
"643",643,509,13.2551670074463,2129
"644",644,609,14.6041669845581,2235
"645",645,673,20.7019996643066,1265
"646",646,372,14.2073335647583,2146
"647",647,704,22.0330009460449,841
"648",648,245,19.5768337249756,1235
"649",649,452,14.2873334884644,2040
"650",650,508,12.7886667251587,2299
"651",651,600,17.9541664123535,1186
"652",652,607,17.5203323364258,1330
"653",653,612,14.6401662826538,1728
"654",654,492,17.3331661224365,1252
"655",655,231,16.9314994812012,1222
"656",656,510,16.1736660003662,1991
"657",657,529,15.0958337783813,2037
"658",658,369,15.6388330459595,1772
"659",659,526,19.0961666107178,1039
"660",660,631,16.9973335266113,1426
"661",661,643,16.8033332824707,1426
"662",662,607,17.5203323364258,1254
"663",663,611,17.4545001983643,1330
"664",664,621,15.3144998550415,1638
"665",665,620,14.9635000228882,1872
"666",666,578,15.8356666564941,1571
"667",667,581,19.7203330993652,1000
"668",668,402,16.6521663665771,1431
"669",669,857,17.7075004577637,1115
"670",670,548,19.6886672973633,1024
"671",671,551,16.4823341369629,1661
"672",672,619,13.5408334732056,2339
"673",673,482,12.9180002212524,2295
"674",674,467,15.1791667938232,1926
"675",675,508,16.9016666412354,1576
"676",676,559,16.3993339538574,1511
"677",677,477,18.1634998321533,1098
"678",678,393,11.3776664733887,1667
"679",679,641,16.2294998168945,1502
"680",680,561,14.6566667556763,2231
"681",681,857,17.7075004577637,1115
"682",682,619,13.5408334732056,2339
"683",683,646,17.6525001525879,1102
"684",684,881,14.6831665039062,2338
"685",685,450,16.4538326263428,1723
"686",686,633,13.8893337249756,1994
"687",687,644,13.5513334274292,1870
"688",688,668,12.5445003509521,2018
"689",689,470,16.4015007019043,1545
"690",690,472,12.9645004272461,2015
"691",691,668,12.5445003509521,2018
"692",692,668,12.5445003509521,2023
"693",693,668,12.5445003509521,2018
"694",694,645,14.5556669235229,1766
"695",695,645,14.5556669235229,1766
"696",696,668,12.5445003509521,1932
"697",697,665,13.043833732605,2018
"698",698,575,15.2058334350586,1819
"699",699,661,14.9995002746582,1713
"700",700,665,13.043833732605,2023
"701",701,541,15.1219997406006,1731
"702",702,645,14.5556669235229,1766
"703",703,369,14.7950000762939,1621
"704",704,641,13.5496664047241,1847
"705",705,629,13.6383333206177,1943
"706",706,637,13.5045003890991,2023
"707",707,541,15.1219997406006,1731
"708",708,661,14.9995002746582,1713
"709",709,365,14.389666557312,2146
"710",710,668,12.5445003509521,2023
"711",711,660,11.7888336181641,2141
"712",712,646,11.1599998474121,2323
"713",713,375,13.3911666870117,2243
"714",714,645,14.5556669235229,1766
"715",715,605,15.0830001831055,1717
"716",716,656,15.0943336486816,1563
"717",717,787,12.7720003128052,2058
"718",718,708,10.326000213623,2433
"719",719,628,15.2801666259766,1713
"720",720,628,15.2801666259766,1713
"721",721,665,13.043833732605,2023
"722",722,581,10.7276668548584,2435
"723",723,645,14.5556669235229,1766
"724",724,661,14.9995002746582,1713
"725",725,665,13.043833732605,1789
"726",726,668,12.5445003509521,1932
"727",727,665,13.043833732605,2023
"728",728,665,13.043833732605,2023
"729",729,668,12.5445003509521,2018
"730",730,645,14.5556669235229,1766
"731",731,628,15.2801666259766,1713
"732",732,629,13.6383333206177,1819
"733",733,541,15.1219997406006,1731
"734",734,786,12.2258329391479,2035
"735",735,486,12.7866668701172,2040
"736",736,375,11.9444999694824,2263
"737",737,486,12.7866668701172,2040
"738",738,266,20.1441669464111,1355
"739",739,370,18.9218330383301,1398
"740",740,233,16.9249992370605,1226
"741",741,786,12.2258329391479,1909
"742",742,451,18.158166885376,1083
"743",743,437,12.7833337783813,2198
"744",744,509,18.1856670379639,1231
"745",745,572,15.039999961853,2201
"746",746,400,16.6389999389648,1893
"747",747,561,15.4928331375122,2262
"748",748,440,13.3959999084473,2068
"749",749,521,15.3661670684814,2049
"750",750,956,14.4726667404175,1746
"751",751,392,15.4160003662109,1504
"752",752,290,18.1853332519531,1784
"753",753,392,14.9840002059937,1556
"754",754,490,16.2988338470459,1595
"755",755,953,12.4021663665771,2287
"756",756,339,18.6774997711182,1348
"757",757,472,12.9645004272461,1816
"758",758,347,18.1280002593994,1662
"759",759,378,17.2204990386963,2207
"760",760,329,18.3355007171631,1547
"761",761,328,19.6129989624023,1150
"762",762,392,15.4160003662109,1504
"763",763,371,17.4619998931885,1470
"764",764,452,13.3291664123535,1745
"765",765,436,16.7856674194336,1451
"766",766,393,16.8731670379639,2054
"767",767,1056,13.9871664047241,1790
"768",768,354,16.2880001068115,2087
"769",769,383,16.4678325653076,2325
"770",770,390,17.1178340911865,2054
"771",771,553,16.4603328704834,1411
"772",772,375,11.9444999694824,2274
"773",773,628,13.154167175293,2051
"774",774,353,16.8198337554932,1481
"775",775,628,13.154167175293,2136
"776",776,492,13.3940000534058,2096
"777",777,502,13.0130004882812,2170
"778",778,594,14.5626668930054,2290
